36,1,0,1,3,0,2,1,0,1,3,0,1,0,1,3,1,1,2
37,2,1,1,0,0,2,0,4,2,2,2,1,0,2,3,0,3,2
38,3,0,1,3,2,1,0,2,2,0,4,1,0,2,2,1,0,2
39,2,1,0,2,2,1,1,1,2,2,2,2,4,3,3,3,4,2
40,2,1,1,3,2,1,1,0,2,1,4,1,0,2,2,2,1,1
41,0,0,1,0,2,2,0,1,2,1,4,1,3,2,2,1,3,2
42,3,4,1,3,2,3,0,3,2,1,1,2,3,2,2,1,2,2
43,1,1,1,0,2,3,1,1,2,2,4,1,3,2,1,0,3,2
44,1,0,1,3,2,3,1,0,2,1,4,0,0,2,3,1,3,2
45,2,2,1,0,2,2,3,2,2,3,1,0,2,2,2,3,3,2
46,2,0,1,1,2,2,0,4,2,2,0,1,1,0,2,1,1,1
47,3,1,1,0,2,3,1,2,1,2,1,2,1,0,2,1,3,2
48,2,1,1,1,2,2,0,2,2,2,1,1,0,2,3,0,0,2
49,2,1,0,3,2,2,1,2,2,1,1,1,1,2,3,0,0,2
50,1,1,1,0,2,2,0,3,2,3,1,1,3,2,2,0,2,2
51,1,4,1,0,2,2,1,1,2,3,4,2,0,2,3,3,1,1
52,3,1,1,3,0,2,0,0,2,0,1,1,0,2,1,3,2,2
53,0,1,1,0,2,2,3,3,2,1,1,1,1,1,2,0,3,2
54,1,2,0,2,2,2,0,2,2,1,1,0,0,0,2,2,0,1
55,1,1,1,3,0,2,1,2,1,1,2,1,3,2,1,1,1,1
56,1,4,1,1,0,3,0,2,2,1,1,0,1,2,2,2,4,2
57,2,1,1,2,0,2,2,0,1,1,0,0,4,2,3,1,3,2
58,0,4,1,3,2,2,1,0,2,2,1,1,1,0,2,0,4,1
59,2,1,1,3,1,2,0,2,2,1,4,1,0,0,2,1,1,1
60,1,1,1,3,2,1,3,3,2,0,2,1,3,2,2,0,4,2
61,1,2,2,4,2,2,0,2,2,1,2,0,2,0,2,1,2,1
62,1,1,1,1,1,2,0,3,2,1,2,1,2,2,2,1,0,1
63,2,0,1,3,2,2,1,0,2,2,2,1,3,2,2,0,4,2
64,3,1,1,0,2,2,0,4,2,2,1,1,0,1,2,0,3,2
65,2,0,1,1,2,2,1,1,2,3,1,1,3,2,3,1,1,2
66,2,1,1,0,2,1,0,4,2,1,0,1,1,2,2,0,2,1
67,1,4,1,3,2,3,0,2,2,0,2,1,1,2,3,0,3,2
68,1,2,1,1,2,3,0,1,2,2,4,0,1,2,3,0,1,2
69,2,1,1,0,0,2,0,1,1,1,1,1,0,0,1,1,1,2
70,2,0,1,0,2,2,3,4,2,3,3,1,1,2,3,0,3,2
71,1,2,1,3,2,2,0,2,2,3,1,1,3,2,3,1,4,2
72,3,4,0,1,2,2,0,1,2,0,0,1,1,2,1,1,1,1
73,2,1,1,0,2,3,3,3,2,2,1,0,1,2,2,1,3,2
74,3,1,1,1,2,2,0,3,2,2,4,1,3,2,2,0,3,2
75,2,4,1,3,2,2,0,1,2,1,1,1,3,2,1,2,1,2
76,1,4,1,0,2,2,2,1,1,1,1,0,1,2,2,2,2,2
77,1,1,1,1,2,1,0,1,1,1,0,1,0,2,0,0,3,2
78,1,0,1,1,2,2,1,1,1,1,4,0,1,2,2,0,1,2
79,0,1,1,0,2,2,1,2,1,0,1,1,0,1,2,1,0,2
80,1,4,1,0,0,2,2,0,2,3,2,1,3,1,2,3,2,2
81,2,2,1,0,2,1,0,0,2,1,1,1,0,2,1,1,0,1
82,1,0,1,0,2,2,3,3,2,1,0,1,0,2,0,1,4,2
83,2,4,1,0,2,2,3,4,2,1,2,1,1,2,3,0,3,2
84,1,3,1,1,2,2,2,1,1,2,4,2,3,2,3,3,2,2
85,1,2,1,1,2,2,0,1,2,2,0,1,1,2,2,1,1,2
86,1,2,1,3,0,2,1,3,2,0,1,1,3,2,2,2,1,1
87,3,0,1,0,1,3,1,1,2,1,3,1,3,0,3,0,4,2
88,2,1,1,2,2,2,0,2,2,2,1,1,3,2,1,1,2,1
89,3,0,1,1,2,2,1,1,2,0,1,0,2,2,2,0,2,2
90,2,1,0,2,2,2,0,2,2,2,0,1,1,0,2,1,1,1
91,3,1,1,3,2,2,1,3,2,1,1,1,3,2,1,0,2,2
92,0,0,1,1,2,1,0,1,1,0,1,0,1,0,3,1,0,1
93,1,4,1,1,2,3,0,1,2,0,1,2,4,2,2,2,2,2
94,2,1,1,1,0,2,0,0,2,2,2,1,3,2,2,1,3,2
95,1,0,1,3,2,1,0,2,2,1,2,1,3,2,1,1,1,1
96,2,4,0,2,2,2,0,2,2,3,4,2,4,2,2,3,2,2
97,1,1,1,2,2,1,0,0,2,3,1,1,2,2,3,0,0,2
98,1,1,1,1,0,2,0,2,1,1,4,1,1,0,2,0,0,2
99,1,1,1,0,2,1,0,1,1,2,1,1,0,1,1,0,2,2
100,0,1,1,0,2,2,1,2,2,1,1,1,0,2,2,3,0,2
101,1,4,1,3,2,2,0,3,2,2,0,1,3,2,3,0,2,2
102,3,0,1,0,2,2,1,2,2,3,1,1,3,2,2,2,2,1
103,1,1,1,3,2,1,0,0,2,2,1,1,3,2,1,1,3,2
104,2,0,1,3,2,2,0,4,2,3,0,1,0,2,2,1,2,2
105,1,1,1,1,2,3,0,4,2,0,0,1,1,2,1,0,1,1
106,1,1,1,0,2,2,1,1,2,3,4,1,3,2,1,0,3,2
107,1,4,1,0,2,2,0,0,2,0,1,1,0,2,1,0,2,2
108,1,0,1,0,2,2,0,4,2,2,2,1,3,2,3,0,3,2
109,1,0,1,3,2,2,3,1,2,3,4,1,0,2,2,3,4,2
110,1,0,1,1,2,2,2,1,1,0,2,1,0,0,2,2,2,1
111,1,0,1,3,2,2,0,4,2,1,0,1,0,2,3,0,4,2
112,1,1,1,0,0,2,0,1,2,1,1,1,0,2,1,0,2,1
113,3,4,1,1,2,1,1,3,2,3,2,1,1,2,1,1,1,2
114,0,1,1,0,0,2,0,2,1,2,2,1,3,0,2,0,1,1
115,2,1,1,2,1,2,1,1,2,1,1,0,2,2,1,1,3,2
116,2,1,0,0,0,2,2,3,2,3,1,0,0,0,3,1,0,2
117,2,2,1,0,1,2,2,1,2,0,0,1,2,2,3,3,0,2
118,1,1,0,2,2,2,1,0,2,3,2,1,2,0,2,1,1,1
119,3,0,1,0,2,3,1,2,1,2,4,1,4,2,2,2,1,1
120,1,1,1,2,2,2,2,0,2,0,0,0,2,2,3,1,3,2
121,1,1,1,0,2,2,3,0,2,3,4,1,1,2,1,1,3,2
122,3,4,1,3,2,2,0,3,2,3,0,1,1,2,3,0,4,2
123,2,1,1,0,2,2,1,2,1,2,0,1,3,2,2,0,0,2
124,2,4,1,0,2,3,1,2,2,1,1,1,0,1,2,0,2,2
125,1,1,1,0,2,1,1,0,1,1,2,1,3,0,2,0,2,2
126,3,4,1,1,2,1,1,3,2,2,2,0,2,2,1,0,0,2
127,3,1,2,3,2,3,1,4,2,0,1,0,2,2,1,1,0,2
128,2,1,1,2,2,2,0,0,2,2,1,1,0,2,3,0,0,2
129,2,1,1,2,1,2,1,1,2,2,0,1,0,1,1,0,2,2
130,3,1,1,0,1,2,0,1,2,0,0,1,2,2,2,1,4,2
131,3,1,1,0,2,1,1,1,2,2,1,1,1,2,1,3,0,2
132,1,1,1,1,2,2,0,2,2,3,1,1,3,2,2,0,3,2
133,2,4,1,3,2,3,0,3,2,1,0,1,0,2,0,0,3,2
134,3,2,1,3,2,2,0,0,2,1,0,1,1,2,2,1,1,1
135,2,4,1,1,2,1,0,4,2,3,4,1,3,2,2,2,3,2
136,0,4,0,0,0,1,1,1,1,1,0,1,1,3,1,1,2,1
137,3,1,1,0,1,2,1,4,2,3,2,0,1,0,1,1,2,1
138,1,1,1,0,1,2,0,2,2,2,4,1,3,0,2,0,4,2
139,2,4,1,3,2,3,0,1,2,1,1,1,1,2,3,0,0,1
140,3,1,1,0,1,2,0,1,2,0,2,1,0,2,1,1,0,2
141,2,2,1,3,0,3,0,2,2,0,1,1,0,1,2,1,0,2
142,1,2,1,0,2,2,1,0,1,2,3,0,0,2,2,0,3,2
143,2,0,1,3,2,1,3,1,2,3,2,0,2,2,2,1,0,2
144,3,1,1,1,2,1,0,1,2,0,2,1,0,2,2,1,2,1
145,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1
146,2,1,1,1,0,2,0,4,1,2,2,2,4,3,3,3,4,2
147,1,1,1,0,2,3,1,1,2,3,2,1,3,2,2,1,3,2
148,3,4,1,0,2,2,1,1,2,3,1,1,0,2,1,1,3,2
149,1,1,1,1,2,1,0,0,2,2,0,1,1,2,2,0,3,2
150,1,1,1,0,1,2,1,1,2,0,0,1,1,2,3,2,3,2
151,0,1,1,0,2,2,3,3,2,3,1,1,3,0,1,0,0,1
152,2,1,1,3,2,3,3,3,2,3,4,1,0,2,2,3,1,2
153,2,2,1,1,2,2,1,2,2,0,4,1,3,2,2,1,0,2
154,3,0,1,0,2,2,3,2,2,3,0,1,0,2,1,0,4,2
155,0,1,1,2,2,2,1,2,2,3,0,2,4,0,2,3,2,2
156,3,4,1,0,2,2,2,2,2,2,0,2,3,2,3,3,2,2
157,1,1,1,0,2,2,1,1,2,2,1,1,0,2,2,3,0,2
158,1,0,1,3,2,2,1,4,2,0,1,1,3,0,2,1,1,1
159,2,4,1,0,0,2,0,3,2,0,1,1,0,2,2,1,0,1
160,3,2,1,3,2,3,0,3,2,1,1,1,0,1,1,0,0,2
161,0,1,1,3,2,2,1,1,1,2,1,1,3,0,1,2,0,1
162,3,4,1,3,2,2,2,3,2,3,4,0,1,2,2,0,1,2
163,3,2,1,3,2,2,1,4,2,2,1,2,3,3,2,0,1,2
164,2,0,1,0,2,3,0,4,2,3,1,1,2,2,2,1,0,1
165,1,4,1,3,2,2,2,0,1,0,1,0,2,0,1,2,2,2
166,3,0,1,0,2,2,0,2,2,2,0,1,0,0,2,0,2,2
167,3,1,1,0,2,2,0,3,2,1,1,1,1,2,1,0,1,1
168,2,2,1,0,2,2,1,1,2,3,4,1,3,2,3,0,0,2
169,2,2,1,2,2,2,0,1,2,1,0,0,0,2,2,0,3,2
170,3,4,1,0,2,2,3,3,2,1,1,1,0,0,3,1,2,1
171,2,4,1,4,2,2,0,2,2,3,2,1,3,2,3,3,3,2
172,1,1,0,3,2,2,1,3,2,1,0,1,3,0,2,1,0,1
173,3,4,1,3,2,3,0,3,2,0,0,0,3,2,0,0,3,2
174,2,1,0,2,2,2,0,0,2,2,0,1,0,0,2,2,2,1
175,0,1,1,3,2,2,1,1,1,3,0,1,0,2,2,3,2,2
176,2,1,1,0,2,2,0,4,2,1,1,1,0,2,2,1,2,2
177,1,0,1,3,2,3,1,0,2,2,3,0,0,2,2,0,3,2
178,0,1,1,2,2,2,1,0,2,2,1,1,3,0,2,2,0,1
179,1,1,1,1,2,2,0,0,2,2,1,1,0,0,2,1,2,1
180,3,0,1,3,2,2,0,4,2,1,1,1,1,2,3,0,1,1
181,3,1,1,0,2,1,1,1,2,1,2,0,0,2,2,0,3,2
182,1,0,1,0,2,2,3,3,2,3,1,1,3,2,3,3,4,2
183,3,1,0,2,2,2,3,3,2,0,4,0,3,0,1,1,2,1
184,1,1,1,3,0,2,3,2,1,3,0,1,0,2,0,1,1,2
185,3,2,1,0,2,2,0,1,2,1,1,1,3,2,3,1,2,1
186,3,4,1,3,2,1,0,3,2,3,4,1,3,2,3,0,0,2
187,1,1,1,0,2,2,1,3,2,2,1,1,2,2,2,1,0,2
188,1,0,1,3,2,2,1,4,2,3,4,0,2,2,1,0,2,2
189,2,1,1,0,0,2,0,1,1,2,3,1,3,2,2,0,1,2
190,2,2,1,0,0,2,0,3,2,2,4,1,3,0,2,0,4,2
191,3,4,1,0,0,2,0,4,2,0,2,1,0,0,2,1,2,1
192,2,1,1,0,2,3,0,2,2,2,1,1,1,2,2,1,1,2
193,1,1,1,0,2,1,1,0,2,1,0,1,3,2,3,1,0,2
194,3,0,1,0,2,1,0,4,2,1,1,0,2,2,2,3,3,2
195,0,1,1,0,2,2,0,3,2,2,4,1,3,2,2,0,2,2
196,2,1,1,0,2,1,1,2,2,2,0,1,0,2,3,0,3,2
197,3,1,0,2,2,2,2,3,2,3,4,1,3,2,3,3,4,2
198,1,0,1,3,2,2,0,3,2,1,4,1,3,2,3,0,2,2
199,3,1,1,0,2,2,0,4,2,3,0,1,0,2,2,0,4,2
200,1,1,1,3,2,2,1,2,2,2,2,1,3,2,2,0,1,1
201,3,1,1,0,2,3,0,4,2,3,1,0,3,2,2,0,3,2
202,3,1,1,2,2,2,0,1,2,2,1,1,0,2,3,0,4,2
203,3,1,1,3,0,2,0,0,2,1,1,1,1,1,2,0,3,2
204,3,1,1,0,1,2,0,1,2,1,1,1,0,0,3,2,2,1
205,3,4,1,0,2,3,0,3,2,2,0,1,1,0,2,1,1,1
206,1,0,1,3,2,2,1,3,2,0,1,1,3,2,2,1,4,2
207,3,1,1,0,1,2,0,1,2,0,1,1,1,2,2,1,2,1
208,3,0,1,1,2,2,1,1,2,3,1,1,1,2,1,1,3,2
209,3,2,1,0,2,2,0,1,2,2,1,1,3,2,1,1,2,1
210,1,2,1,1,2,2,0,1,2,1,0,1,2,2,2,0,3,2
211,1,1,1,1,0,1,0,3,2,2,1,1,3,1,3,0,4,2
212,2,2,1,0,2,2,3,2,2,1,1,1,3,0,1,1,2,1
213,2,0,1,0,2,2,3,4,2,1,4,0,0,2,3,3,3,2
214,2,1,1,0,2,2,0,4,2,2,2,1,0,2,2,0,1,2
215,1,1,0,1,2,1,0,3,2,0,1,1,0,2,1,2,1,1
216,2,3,0,0,2,2,0,3,2,1,1,1,2,2,1,2,1,1
217,2,0,1,0,2,1,0,0,2,1,2,1,3,0,2,1,3,2
218,3,1,1,1,2,3,0,3,2,3,4,1,1,2,3,2,3,2
219,2,1,1,0,2,2,1,1,1,3,1,1,3,2,1,0,1,2
220,1,2,1,1,2,1,3,3,2,0,0,1,0,0,2,2,1,1
221,0,1,1,1,2,3,1,2,1,3,4,0,2,2,1,0,2,2
222,2,1,1,3,0,2,1,2,1,3,4,1,0,2,2,3,3,2
223,1,1,1,3,0,2,0,1,2,2,2,1,1,2,2,1,2,2
224,1,1,0,4,2,2,0,3,2,1,4,0,2,0,2,3,4,1
225,3,2,1,2,0,2,1,1,1,2,0,1,1,0,2,3,0,1
226,3,3,1,1,2,3,0,3,2,2,1,0,4,0,2,0,3,2
227,1,1,1,3,2,2,1,1,2,3,1,1,0,2,1,0,3,2
228,2,1,1,0,2,1,0,1,2,1,2,1,0,2,2,1,0,2
229,2,1,1,1,2,0,1,2,2,3,2,1,0,2,2,3,2,1
230,2,1,0,0,3,2,2,3,2,0,1,2,4,2,2,2,2,2
231,2,1,1,0,2,1,0,4,2,1,0,0,0,2,2,0,3,2
232,0,0,1,0,1,2,0,2,2,2,1,0,4,0,2,0,3,2
233,3,4,1,1,2,3,1,3,2,0,2,1,1,2,3,0,3,2
234,3,1,2,3,2,3,1,4,2,3,4,2,4,2,2,3,2,2
235,0,1,1,0,2,2,1,2,2,2,1,1,0,0,2,0,1,2
236,2,1,1,0,2,3,1,1,2,3,2,1,1,2,1,1,1,2
237,0,1,1,0,2,1,1,0,1,2,0,1,3,2,0,0,3,2
238,1,4,1,3,0,2,0,0,2,3,4,1,3,2,2,2,3,2
239,1,0,1,0,2,2,0,1,2,2,2,1,1,2,2,0,3,2
240,2,1,1,2,2,2,1,1,2,2,1,0,0,2,3,1,1,2
241,3,1,1,3,2,2,1,3,2,2,2,1,0,2,1,0,0,2
242,2,1,1,2,2,2,0,3,2,2,4,1,3,2,3,0,3,2
243,3,2,1,0,2,2,0,4,2,1,2,1,1,2,3,0,1,2
244,3,1,1,1,2,0,0,4,2,1,0,1,4,0,2,0,1,2
245,2,1,1,1,0,2,0,4,1,0,0,0,2,2,3,1,3,2
246,2,1,1,0,2,2,1,0,1,2,1,1,1,2,1,0,3,2
247,2,1,1,0,2,3,0,3,2,3,4,1,3,2,3,0,3,2
248,0,1,1,2,2,2,1,0,2,1,2,1,3,0,2,1,1,1
249,2,1,1,0,2,2,0,1,2,3,2,1,3,2,2,0,4,2
250,2,1,0,3,2,1,0,3,2,1,1,1,0,2,1,2,1,1
251,2,4,1,0,2,3,0,2,2,2,1,1,2,2,2,1,4,2
252,2,2,0,2,2,2,0,0,2,2,1,0,2,2,1,1,0,2
253,1,1,1,3,2,2,3,0,2,2,1,1,3,0,2,0,2,1
254,2,0,1,0,2,2,1,1,2,3,2,1,3,2,2,1,4,2
255,2,1,1,0,0,2,0,0,2,3,4,1,0,2,2,0,1,2
256,2,4,1,3,2,2,0,1,2,2,1,1,0,2,2,2,2,2
257,1,1,1,0,2,2,1,1,2,1,1,1,1,2,1,3,3,2
258,0,1,1,0,2,2,0,2,2,1,1,0,1,0,1,0,2,1
259,3,0,2,4,2,2,0,4,2,1,0,1,3,2,0,2,2,1
260,2,1,1,0,2,0,0,3,2,1,2,1,3,2,1,1,3,2
261,1,1,1,0,0,3,1,2,1,1,2,0,2,0,1,1,1,1
262,1,1,1,0,2,2,1,0,1,0,0,1,1,2,2,1,1,2
263,1,1,0,0,2,2,1,2,2,3,1,0,3,2,2,0,3,2
264,2,2,1,0,2,2,1,1,2,0,1,1,3,2,2,1,2,1
265,2,1,1,3,2,3,0,3,2,2,4,1,3,2,2,3,2,2
266,0,1,1,3,2,3,0,0,2,2,1,1,3,0,2,2,3,2
267,3,1,1,1,2,2,1,2,1,1,1,0,2,2,3,0,3,2
268,2,1,1,0,2,2,1,1,2,2,1,1,0,2,1,0,0,1
269,1,1,1,1,2,1,3,3,2,1,3,1,0,2,3,1,3,2
270,1,1,1,3,2,3,1,4,2,2,1,1,1,0,2,0,4,1
271,1,2,1,0,2,2,1,1,1,1,1,0,2,2,1,1,0,2
272,3,4,0,1,2,2,0,1,2,3,4,1,1,2,3,1,1,2
273,2,1,1,3,2,2,1,4,2,3,1,1,1,2,2,0,0,2
274,3,2,1,0,2,2,1,4,2,1,2,1,3,0,2,0,2,2
275,0,1,1,1,0,2,0,2,1,0,0,1,1,2,3,2,3,2
276,3,1,1,3,2,3,1,4,2,3,1,1,3,2,1,3,0,2
277,0,1,1,2,2,2,1,0,2,0,0,1,3,0,1,1,2,1
278,3,0,1,0,2,1,0,4,2,2,4,0,2,2,3,0,3,2
279,2,4,1,0,0,2,0,3,2,1,1,1,1,2,3,3,3,2
280,2,1,1,1,2,1,0,3,2,1,2,1,3,0,2,1,3,2
281,1,4,1,1,0,2,0,0,2,3,0,1,3,2,3,1,4,2
282,3,1,1,1,2,0,0,4,2,2,4,0,2,2,3,0,3,2
283,3,4,1,3,2,2,0,3,2,0,1,1,2,2,2,1,0,2
284,1,4,1,3,2,3,0,2,2,1,1,1,3,0,2,3,0,2
285,2,2,1,3,2,2,0,0,2,1,1,0,1,0,1,0,2,1
286,2,4,1,3,2,2,0,3,2,1,4,1,0,2,2,0,0,2
287,0,2,1,0,2,2,0,4,2,2,1,1,0,0,2,2,2,1
288,3,4,1,0,2,2,0,2,2,0,1,1,1,2,2,0,0,2
289,3,2,1,3,2,2,1,4,2,2,4,1,0,2,3,3,4,2
290,0,0,1,0,2,2,1,0,2,3,4,1,0,2,3,0,3,2
291,2,1,1,0,2,1,0,0,2,3,4,1,3,2,2,0,2,2
292,2,2,1,0,2,1,0,0,2,3,2,1,3,2,2,1,3,2
293,2,1,1,3,2,1,0,1,2,3,1,1,3,2,1,0,1,2
294,2,4,1,1,2,1,0,2,2,2,1,0,2,2,2,1,3,2
295,2,0,1,3,2,2,1,0,2,1,1,1,0,2,0,0,3,2
296,1,2,1,0,0,2,0,0,2,3,0,2,3,0,2,0,3,2
297,1,1,1,3,2,3,3,1,2,3,0,1,0,0,2,2,2,1
298,2,4,0,2,2,2,0,2,2,3,0,0,2,0,3,3,0,2
299,1,2,2,4,2,2,0,2,2,3,4,2,0,2,3,3,1,1
300,2,1,1,1,2,1,3,0,2,0,1,0,2,2,3,0,3,2
301,2,4,0,2,2,2,0,3,2,3,1,2,4,0,2,0,3,2
302,2,1,1,3,0,1,2,0,1,3,2,0,2,2,2,1,0,2
303,1,1,1,3,1,2,0,1,2,1,2,0,0,2,2,0,3,2
304,1,1,1,0,0,2,1,1,1,1,3,2,3,3,2,0,2,2
305,1,2,1,1,2,2,0,1,2,3,4,1,0,2,3,0,4,2
306,3,4,1,0,2,2,0,3,2,2,0,1,3,2,2,1,3,2
307,0,4,1,3,2,2,1,2,2,3,4,1,0,2,3,1,2,2
308,2,1,2,1,0,2,1,3,2,2,1,2,1,0,1,1,2,1
309,1,1,1,1,2,3,0,2,1,1,1,0,0,0,2,2,0,1
310,3,1,1,3,2,3,0,3,2,1,2,1,0,2,2,1,1,1
311,3,1,1,2,2,2,1,3,2,2,1,0,1,2,3,0,2,2
312,3,4,1,1,2,2,0,1,2,0,0,1,0,2,2,0,0,2
313,0,4,1,3,2,2,1,0,2,1,0,1,1,2,2,2,1,1
314,1,1,1,1,0,1,0,3,2,3,1,1,3,3,1,3,1,2
315,1,2,0,0,2,2,0,3,2,1,1,1,1,3,2,1,3,2
316,3,4,1,1,2,2,0,4,2,3,4,1,1,2,1,0,1,2
317,2,1,1,0,2,1,0,0,2,1,1,1,0,2,2,1,1,1
318,1,1,1,0,2,2,1,1,1,0,1,1,0,2,2,3,0,2
319,1,1,1,0,2,1,0,1,2,2,1,1,3,2,3,0,1,2
320,0,1,1,3,2,2,1,1,2,2,1,1,2,2,2,1,0,2
321,1,1,1,0,2,3,0,3,2,3,4,1,3,2,2,0,1,2
322,2,1,0,3,2,2,1,4,2,2,1,1,3,1,3,0,4,2
323,2,4,1,3,2,2,1,2,2,3,1,1,2,2,2,1,3,2
324,2,4,1,0,2,3,1,2,2,1,4,1,3,2,2,2,0,1
325,3,1,1,0,2,2,1,0,2,2,4,1,0,2,2,0,2,2
326,2,1,0,2,2,2,0,0,2,1,2,1,0,0,2,1,0,2
327,0,1,1,1,2,1,1,1,1,1,1,0,1,0,1,1,0,1
328,2,1,1,0,2,1,0,3,2,1,1,1,3,2,2,2,1,1
329,2,2,1,1,2,2,1,2,1,0,1,0,2,2,3,0,3,2
330,3,4,2,4,2,2,3,2,2,3,0,0,1,0,3,1,1,1
331,1,0,1,3,2,3,0,0,2,2,2,1,0,0,2,3,2,2
332,3,2,1,3,2,2,1,3,2,2,1,2,1,2,2,0,3,2
333,0,2,1,0,2,2,1,2,1,1,1,1,1,2,3,3,3,2
334,1,1,1,1,2,2,0,0,2,1,2,1,0,0,2,0,0,2
335,2,1,0,2,2,1,0,3,2,2,0,2,3,2,3,3,2,2
336,1,2,2,4,2,2,0,2,2,0,4,2,4,2,3,1,1,1
337,3,2,1,3,2,3,0,3,2,1,1,1,1,0,1,0,3,2
338,1,2,0,2,2,2,0,2,2,2,2,1,3,1,2,1,2,2
339,2,1,0,1,2,2,0,1,2,2,0,1,3,2,0,0,3,2
340,3,1,1,0,2,2,0,0,2,1,1,1,3,2,1,0,1,2
341,3,1,1,1,2,2,1,2,1,3,4,1,1,2,1,1,3,2
342,1,1,1,1,0,2,0,2,1,1,4,1,1,0,3,0,2,2
343,0,1,1,0,0,2,1,1,1,1,4,0,2,0,2,3,4,1
344,1,2,1,1,2,3,0,3,2,3,1,2,1,0,2,1,3,2
345,2,1,0,1,2,2,0,1,2,2,0,1,1,0,2,1,1,1
346,1,1,1,0,2,1,2,1,1,1,4,0,1,0,2,0,1,1
347,1,2,1,0,0,2,1,1,2,3,1,0,0,2,2,3,2,2
348,3,0,1,0,2,2,1,2,2,1,1,1,1,2,2,2,3,2
349,0,0,1,0,2,2,1,0,2,2,4,1,0,2,3,3,4,2
350,0,0,1,1,2,2,1,1,2,0,1,1,1,2,2,1,0,1
351,1,1,1,3,0,2,3,2,1,0,0,1,1,2,1,1,1,1
352,2,4,1,1,2,3,0,2,2,0,4,1,3,2,2,1,0,2
353,2,4,1,1,2,1,0,2,2,0,2,1,0,1,2,1,3,2
354,3,4,0,2,2,1,0,2,2,0,1,0,2,2,1,1,0,2
355,0,1,1,3,2,2,1,1,2,1,4,1,0,2,2,1,1,2
356,1,1,1,3,2,2,1,0,2,2,4,1,3,2,2,3,1,2
357,0,1,1,3,2,2,1,1,1,1,2,1,0,0,2,0,4,2
358,2,1,1,0,1,2,0,3,2,2,4,1,0,2,2,3,3,2
359,2,1,1,3,2,2,2,4,2,2,1,2,3,2,3,1,2,2
360,2,0,1,3,2,3,0,3,2,0,2,1,0,1,2,1,2,2
361,2,1,0,0,0,2,2,3,2,3,4,1,1,2,3,2,3,2
362,2,1,1,3,2,3,0,3,2,2,0,1,1,2,1,0,2,2
363,2,4,0,2,2,2,0,2,2,1,0,1,3,0,1,0,3,2
364,1,1,1,3,0,2,1,0,2,0,2,1,3,2,2,0,4,2
365,3,1,1,1,2,2,3,4,2,1,4,1,3,0,2,1,0,2
366,1,1,0,2,2,1,1,3,2,2,4,1,3,0,3,1,4,1
367,3,0,1,0,2,1,0,4,2,3,1,0,2,2,2,3,3,2
